SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE,MMR1
6034904,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,SIERRA OAKS K-8,60,0,2,45
6034540,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,THOMAS EDISON LANGUAGE INSTITUTE,99,0,3,72
6034961,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,SACRAMENTO,WHITNEY AVENUE ELEMENTARY,52,0,2,28
108837,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,MCCLELLAN,COMMUNITY COLLABORATIVE CHARTER,66,0,42,21
101766,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,MCCLELLAN,COMMUNITY OUTREACH ACADEMY,167,4,109,53
108795,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,CREATIVE CONNECTIONS ARTS ACADEMY,46,0,5,40
6033500,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,FREDERICK JOYCE ELEMENTARY,72,0,5,63
6033518,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,HILLSDALE ELEMENTARY,53,0,3,39
6033526,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,KOHLER ELEMENTARY,39,0,3,36
6033542,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,MADISON ELEMENTARY,157,0,2,151
6033559,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,OAKDALE ELEMENTARY,60,0,0,58
6033609,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,SIERRA VIEW ELEMENTARY,63,0,0,61
6033617,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,VILLAGE ELEMENTARY,71,0,0,69
6033476,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,NORTH HIGHLANDS,WARREN A. ALLISON ELEMENTARY,71,0,1,66
6033484,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,RIO LINDA,DRY CREEK ELEMENTARY,109,0,6,100
108415,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,RIO LINDA,HERITAGE PEAK CHARTER,43,0,7,26
6033575,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,RIO LINDA,ORCHARD ELEMENTARY,68,0,5,55
6033633,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,RIO LINDA,WESTSIDE ELEMENTARY,53,0,4,47
6033351,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,D. W. BABCOCK ELEMENTARY,60,0,0,46
6032932,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,DEL PASO HEIGHTS ELEMENTARY,56,0,0,56
6032940,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,FAIRBANKS ELEMENTARY,39,0,0,36
6112064,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,FOOTHILL OAKS ELEMENTARY,66,0,5,58
6033492,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,FRONTIER ELEMENTARY,79,0,6,68
6032957,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,GARDEN VALLEY ELEMENTARY,76,0,1,74
6033385,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,HAGGINWOOD ELEMENTARY, ,,,
6033419,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,HAZEL STRAUCH ELEMENTARY,109,1,1,105
113878,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,HIGHER LEARNING ACADEMY,38,0,1,36
6033427,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,MICHAEL J. CASTORI ELEMENTARY, ,,,
6032965,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,MOREY AVENUE EARLY CHILDHOOD DEVELOPMENT,59,0,0,59
6033435,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,NORALTO ELEMENTARY,182,0,1,181
6033443,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,NORTHWOOD ELEMENTARY,80,0,0,49
6033583,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,PIONEER ELEMENTARY,99,0,5,88
106450,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,REGENCY PARK ELEMENTARY,154,0,2,145
6105985,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,RIDGEPOINT ELEMENTARY,73,0,0,72
6033336,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,SMYTHE ACADEMY OF ARTS AND SCIENCES,124,0,5,119
6033450,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,WOODLAKE ELEMENTARY,76,0,2,73
6066682,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,WOODRIDGE ELEMENTARY,105,0,3,99
6937544,SACRAMENTO,PRIVATE,,ANTELOPE,ANTELOPE CHRISTIAN ACADEMY,16,0,3,12
6976351,SACRAMENTO,PRIVATE,,CARMICHAEL,EL RANCHO SCHOOL,22,0,2,13
6138564,SACRAMENTO,PRIVATE,,CARMICHAEL,GRACE FAMILY CHRISTIAN SCHOOL, ,,,
6976450,SACRAMENTO,PRIVATE,,CARMICHAEL,OUR LADY OF THE ASSUMPTION SCHOOL,27,0,0,27
6976591,SACRAMENTO,PRIVATE,,CARMICHAEL,ST. JOHN THE EVANGELIST,20,0,0,19
6133649,SACRAMENTO,PRIVATE,,CARMICHAEL,ST. MICHAEL'S ACADEMY, ,,,
6981914,SACRAMENTO,PRIVATE,,CARMICHAEL,ST. MICHAEL'S EPISCOPAL DAY SCHOOL,26,0,1,24
6905269,SACRAMENTO,PRIVATE,,CARMICHAEL,VICTORY CHRISTIAN ELEMENTARY,13,0,0,13
6970156,SACRAMENTO,PRIVATE,,CITRUS HEIGHTS,HOLY FAMILY CATHOLIC SCHOOL,25,0,0,23
6976617,SACRAMENTO,PRIVATE,,CITRUS HEIGHTS,ST. MARK'S LUTHERAN ELEMENTARY,10,0,1,8
7072895,SACRAMENTO,PRIVATE,,CITRUS HEIGHTS,VALLEY CHRISTIAN ACADEMY,18,0,3,15
6145163,SACRAMENTO,PRIVATE,,ELK GROVE,CLASSICAL FAMILIES OF ELK GROVE, ,,,
6132971,SACRAMENTO,PRIVATE,,ELK GROVE,FIRST BAPTIST CHURCH KINDERGARTEN,23,0,5,18
6141980,SACRAMENTO,PRIVATE,,ELK GROVE,ONE HOPE ACADEMY, ,,,
7100647,SACRAMENTO,PRIVATE,,ELK GROVE,ST ELIZABETH ANN SETON CATHOLIC SCHOOL,36,0,0,36
7082423,SACRAMENTO,PRIVATE,,ELK GROVE,ST. PETER'S LUTHERAN,25,0,2,22
6938203,SACRAMENTO,PRIVATE,,FAIR OAKS,SACRAMENTO WALDORF,39,0,19,20
6976633,SACRAMENTO,PRIVATE,,FAIR OAKS,ST. MEL,27,0,0,27
6204549,SACRAMENTO,PRIVATE,,FOLSOM,BRIGHTON SCHOOLS,32,0,1,31
6976435,SACRAMENTO,PRIVATE,,FOLSOM,ST. JOHN NOTRE DAME,33,0,1,32
7086853,SACRAMENTO,PRIVATE,,FOLSOM,THE PHOENIX SCHOOL,60,0,2,57
6144117,SACRAMENTO,PRIVATE,,ORANGEVALE,ACADEMY OF HIGHER LEARNING, ,,,
6144232,SACRAMENTO,PRIVATE,,ORANGEVALE,FOLSOM EDUCATIONAL ACADEMY,13,0,0,13
6976609,SACRAMENTO,PRIVATE,,RANCHO CORDOVA,ST. JOHN VIANNEY,38,0,2,35
7096852,SACRAMENTO,PRIVATE,,SACRAMENTO,AL-ARQAM ISLAMIC SCHOOL,30,0,0,27
6206338,SACRAMENTO,PRIVATE,,SACRAMENTO,BERGAMO MONTESSORI SCHOOL,15,0,1,14
7085707,SACRAMENTO,PRIVATE,,SACRAMENTO,BRADSHAW CHRISTIAN,112,0,6,66
6976310,SACRAMENTO,PRIVATE,,SACRAMENTO,BROOKFIELD SCHOOL,23,0,3,17
7069230,SACRAMENTO,PRIVATE,,SACRAMENTO,CAMELLIA WALDORF,29,0,8,17
6902019,SACRAMENTO,PRIVATE,,SACRAMENTO,CAPITAL CHRISTIAN SCHOOL,48,0,5,38
7080831,SACRAMENTO,PRIVATE,,SACRAMENTO,CORNERSTONE CHRISTIAN SCHOOL,18,0,0,14
6922066,SACRAMENTO,PRIVATE,,SACRAMENTO,COURTYARD SCHOOL,21,0,0,21
6976393,SACRAMENTO,PRIVATE,,SACRAMENTO,HOLY SPIRIT PARISH SCHOOL,31,0,1,30
6144992,SACRAMENTO,PRIVATE,,SACRAMENTO,KALISPELL ACADEMY, ,,,
7006810,SACRAMENTO,PRIVATE,,SACRAMENTO,MERRYHILL MILLCREEK ELEMENTARY SCHOOL,37,0,0,29
7020969,SACRAMENTO,PRIVATE,,SACRAMENTO,MERRYHILL SCHOOL,43,0,0,43
6976492,SACRAMENTO,PRIVATE,,SACRAMENTO,PRESENTATION OF THE BLESSED VIRGIN MARY SCHOOL,28,0,0,9
6938211,SACRAMENTO,PRIVATE,,SACRAMENTO,SACRAMENTO COUNTRY DAY SCHOOL,24,0,2,20
6976542,SACRAMENTO,PRIVATE,,SACRAMENTO,SACRED HEART,31,0,1,30
6976625,SACRAMENTO,PRIVATE,,SACRAMENTO,SAINT MARY SCHOOL,36,0,0,36
6904395,SACRAMENTO,PRIVATE,,SACRAMENTO,SHALOM SCHOOL,14,0,0,12
7020837,SACRAMENTO,PRIVATE,,SACRAMENTO,SOUTHPOINTE CHRISTIAN SCHOOL,11,0,0,11
6976567,SACRAMENTO,PRIVATE,,SACRAMENTO,ST. CHARLES BORROMEO,20,0,0,20
6976575,SACRAMENTO,PRIVATE,,SACRAMENTO,ST. FRANCIS ELEMENTARY SCHOOL,36,1,1,34
6976583,SACRAMENTO,PRIVATE,,SACRAMENTO,ST. IGNATIUS SCHOOL,60,0,4,56
6976641,SACRAMENTO,PRIVATE,,SACRAMENTO,ST. PATRICK SUCCEED ACADEMY,31,0,0,29
6976658,SACRAMENTO,PRIVATE,,SACRAMENTO,ST. PHILOMENE,24,0,0,22
6976666,SACRAMENTO,PRIVATE,,SACRAMENTO,ST. ROBERT SCHOOL,16,0,0,16
6902035,SACRAMENTO,PRIVATE,,SACRAMENTO,TRINITY CHRISTIAN SCHOOL,17,0,1,16
6049654,SAN BENITO,PUBLIC,AROMAS/SAN JUAN UNIFIED,AROMAS,AROMAS ELEMENTARY,40,0,1,36
6035117,SAN BENITO,PUBLIC,AROMAS/SAN JUAN UNIFIED,SAN JUAN BAUTISTA,SAN JUAN ELEMENTARY,42,0,0,40
6104509,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,CALAVERAS ELEMENTARY,87,0,0,87
6107338,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,CERRA VISTA ELEMENTARY,97,0,5,91
6114557,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,GABILAN HILLS,53,0,0,52
115428,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,HOLLISTER DUAL LANGUAGE ACADEMY,59,0,0,59
127688,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,HOLLISTER PREP,61,0,1,60
6035026,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,LADD LANE ELEMENTARY,112,0,0,110
6035034,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,R O HARDIN ELEMENTARY,61,0,0,61
6035042,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,SUNNYSLOPE ELEMENTARY,157,0,0,156
6095202,SAN BENITO,PUBLIC,NORTH COUNTY JOINT UNION ELEMENTARY,HOLLISTER,SPRING GROVE ELEMENTARY,74,1,0,66
6035109,SAN BENITO,PUBLIC,PANOCHE ELEMENTARY,PAICINES,PANOCHE ELEMENTARY, ,,,
6035133,SAN BENITO,PUBLIC,SOUTHSIDE ELEMENTARY,HOLLISTER,SOUTHSIDE ELEMENTARY,19,0,0,19
6035141,SAN BENITO,PUBLIC,TRES PINOS UNION ELEMENTARY,TRES PINOS,TRES PINOS ELEMENTARY,11,0,0,11
6981930,SAN BENITO,PRIVATE,,HOLLISTER,SACRED HEART PARISH SCHOOL,23,0,0,23
6035174,SAN BERNARDINO,PUBLIC,ADELANTO ELEMENTARY,ADELANTO,ADELANTO ELEMENTARY,59,0,0,54
6111918,SAN BERNARDINO,PUBLIC,ADELANTO ELEMENTARY,ADELANTO,DESERT TRAILS ELEMENTARY,114,1,2,96
6115117,SAN BERNARDINO,PUBLIC,ADELANTO ELEMENTARY,ADELANTO,DONALD F. BRADACH ELEMENTARY,72,0,0,71
6109409,SAN BERNARDINO,PUBLIC,ADELANTO ELEMENTARY,ADELANTO,EAGLE RANCH,81,1,3,71
125880,SAN BERNARDINO,PUBLIC,ADELANTO ELEMENTARY,ADELANTO,EL MIRAGE,16,1,1,14
107425,SAN BERNARDINO,PUBLIC,ADELANTO ELEMENTARY,ADELANTO,GEORGE VISUAL AND PERFORMING ARTS MAGNET AND MIDDLE,87,0,2,85
107441,SAN BERNARDINO,PUBLIC,ADELANTO ELEMENTARY,ADELANTO,THEODORE VICK ELEMENTARY,82,0,1,70
109470,SAN BERNARDINO,PUBLIC,ADELANTO ELEMENTARY,ADELANTO,VICTORIA MAGATHAN ELEMENTARY,104,0,1,102
6106694,SAN BERNARDINO,PUBLIC,ADELANTO ELEMENTARY,ADELANTO,WESTSIDE PARK ELEMENTARY,124,0,0,121
6120604,SAN BERNARDINO,PUBLIC,ADELANTO ELEMENTARY,VICTORVILLE,MORGAN/KINCAID PREPARATORY SCHOOL OF INTEGRATED STUDIES,183,0,0,174
112086,SAN BERNARDINO,PUBLIC,ADELANTO ELEMENTARY,VICTORVILLE,WEST CREEK ELEMENTARY,84,0,4,71
6035216,SAN BERNARDINO,PUBLIC,ALTA LOMA ELEMENTARY,ALTA LOMA,ALTA LOMA ELEMENTARY,62,0,2,58
6114649,SAN BERNARDINO,PUBLIC,ALTA LOMA ELEMENTARY,ALTA LOMA,BANYAN ELEMENTARY,78,0,4,71
6035232,SAN BERNARDINO,PUBLIC,ALTA LOMA ELEMENTARY,ALTA LOMA,CARNELIAN ELEMENTARY,121,0,3,118
6101786,SAN BERNARDINO,PUBLIC,ALTA LOMA ELEMENTARY,ALTA LOMA,DEER CANYON ELEMENTARY,82,0,4,77
6098503,SAN BERNARDINO,PUBLIC,ALTA LOMA ELEMENTARY,ALTA LOMA,FLOYD M. STORK ELEMENTARY,85,0,2,82
6104475,SAN BERNARDINO,PUBLIC,ALTA LOMA ELEMENTARY,ALTA LOMA,HERMOSA ELEMENTARY,59,0,3,56
6094940,SAN BERNARDINO,PUBLIC,ALTA LOMA ELEMENTARY,ALTA LOMA,JASPER ELEMENTARY,57,1,3,53
6107510,SAN BERNARDINO,PUBLIC,ALTA LOMA ELEMENTARY,ALTA LOMA,VICTORIA GROVES ELEMENTARY,63,0,3,60
3631207,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,ACADEMY FOR ACADEMIC EXCELLENCE,94,0,4,90
6037337,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,DESERT KNOLLS ELEMENTARY,94,0,2,87
6035240,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,MARIANA ACADEMY,71,0,3,68
122945,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,PHOENIX ACADEMY,112,0,3,91
6035257,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,RANCHO VERDE ELEMENTARY,98,0,7,87
6110605,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,RIO VISTA ELEMENTARY,110,0,3,106
6107346,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,SANDIA ELEMENTARY,114,1,6,106
110866,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,SITTING BULL ACADEMY,114,0,4,106
6112825,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,SYCAMORE ROCKS ELEMENTARY,108,0,17,91
108423,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,VANGUARD PREPARATORY,108,0,0,108
6035265,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,YUCCA LOMA ELEMENTARY,114,0,4,102
6035273,SAN BERNARDINO,PUBLIC,BAKER VALLEY UNIFIED,BAKER,BAKER ELEMENTARY,17,0,0,17
6035299,SAN BERNARDINO,PUBLIC,BARSTOW UNIFIED,BARSTOW,CAMERON ELEMENTARY,96,0,3,89
6035307,SAN BERNARDINO,PUBLIC,BARSTOW UNIFIED,BARSTOW,CRESTLINE ELEMENTARY,123,1,2,117
6035349,SAN BERNARDINO,PUBLIC,BARSTOW UNIFIED,BARSTOW,HENDERSON ELEMENTARY,105,2,8,93
6035380,SAN BERNARDINO,PUBLIC,BARSTOW UNIFIED,BARSTOW,MONTARA ELEMENTARY,109,0,2,101
6035414,SAN BERNARDINO,PUBLIC,BARSTOW UNIFIED,BARSTOW,SKYLINE NORTH ELEMENTARY,66,0,1,64
6035372,SAN BERNARDINO,PUBLIC,BARSTOW UNIFIED,LENWOOD,LENWOOD ELEMENTARY,67,0,3,63
6112866,SAN BERNARDINO,PUBLIC,BEAR VALLEY UNIFIED,BIG BEAR CITY,BALDWIN LANE ELEMENTARY, ,,,
6105936,SAN BERNARDINO,PUBLIC,BEAR VALLEY UNIFIED,BIG BEAR LAKE,BIG BEAR ELEMENTARY,35,0,2,32
6067052,SAN BERNARDINO,PUBLIC,BEAR VALLEY UNIFIED,BIG BEAR LAKE,NORTH SHORE ELEMENTARY,66,0,7,56
6035471,SAN BERNARDINO,PUBLIC,BEAR VALLEY UNIFIED,FOREST FALLS,FALLSVALE ELEMENTARY,12,0,0,9
6104525,SAN BERNARDINO,PUBLIC,CENTRAL ELEMENTARY,RANCHO CUCAMONGA,BEAR GULCH ELEMENTARY,106,1,0,104
6035489,SAN BERNARDINO,PUBLIC,CENTRAL ELEMENTARY,RANCHO CUCAMONGA,CENTRAL ELEMENTARY,102,0,0,99
6106603,SAN BERNARDINO,PUBLIC,CENTRAL ELEMENTARY,RANCHO CUCAMONGA,COYOTE CANYON ELEMENTARY,143,2,1,139
6099204,SAN BERNARDINO,PUBLIC,CENTRAL ELEMENTARY,RANCHO CUCAMONGA,DOÑA MERCED ELEMENTARY,87,0,2,83
6035505,SAN BERNARDINO,PUBLIC,CENTRAL ELEMENTARY,RANCHO CUCAMONGA,VALLE VISTA ELEMENTARY,72,0,2,69
6098354,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO,ALICIA CORTEZ ELEMENTARY,83,0,2,80
6098362,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO,ANNA A. BORBA FUNDAMENTAL ELEMENTARY,113,0,0,113
120329,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO,CAL AERO PRESERVE ACADEMY,94,0,0,94
6098347,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO,DICKSON ELEMENTARY,85,0,0,85
6035513,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO,E. J. MARSHALL ELEMENTARY,54,0,0,54
100578,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO,EDWIN RHODES ELEMENTARY,93,0,2,91
6107288,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO,HOWARD CATTLE ELEMENTARY,88,0,2,85
6102974,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO,LYLE S. BRIGGS FUNDAMENTAL,84,0,0,84
6035570,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO,NEWMAN ELEMENTARY,82,0,0,82
121590,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO,OXFORD PREPARATORY ACADEMY - CHINO VALLEY,147,0,22,120
6035588,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO,WALNUT AVENUE ELEMENTARY,126,0,1,122
6108666,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO HILLS,BUTTERFIELD RANCH ELEMENTARY,86,0,4,80
110726,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO HILLS,CHAPARRAL ELEMENTARY,112,0,7,104
6111710,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO HILLS,COUNTRY SPRINGS ELEMENTARY,55,0,0,54
6106629,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO HILLS,EAGLE CANYON ELEMENTARY,61,0,0,61
6106611,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO HILLS,GERALD F. LITEL ELEMENTARY,56,0,4,52
6035554,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO HILLS,GLENMEADE ELEMENTARY,62,0,0,62
6112833,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO HILLS,HIDDEN TRAILS ELEMENTARY,56,0,1,53
100586,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO HILLS,MICHAEL G. WICKMAN ELEMENTARY,92,0,1,91
6107270,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO HILLS,OAK RIDGE ELEMENTARY,98,0,0,94
6108195,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,CHINO HILLS,ROLLING RIDGE ELEMENTARY,60,0,3,57
6101513,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,ONTARIO,LEVI H. DICKEY ELEMENTARY,83,0,2,79
100594,SAN BERNARDINO,PUBLIC,CHINO VALLEY UNIFIED,ONTARIO,LIBERTY ELEMENTARY,72,0,1,71
6035604,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,BLOOMINGTON,CRESTMORE ELEMENTARY,92,1,0,91
6035612,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,BLOOMINGTON,GERALD A. SMITH ELEMENTARY,95,0,2,92
6035653,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,BLOOMINGTON,MARY B. LEWIS ELEMENTARY,105,1,0,100
6035687,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,BLOOMINGTON,RUTH GRIMES ELEMENTARY,78,0,0,77
6035729,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,BLOOMINGTON,WALTER ZIMMERMAN ELEMENTARY,144,0,0,140
6035646,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,COLTON,ABRAHAM LINCOLN ELEMENTARY,104,0,1,97
6101034,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,COLTON,ALICE BIRNEY ELEMENTARY,118,0,0,116
6110142,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,COLTON,COOLEY RANCH ELEMENTARY,102,0,0,94
6035679,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,COLTON,PAUL ROGERS ELEMENTARY,94,0,0,92
6107452,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,COLTON,RECHE CANYON ELEMENTARY,82,0,0,74
6035638,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,COLTON,ULYSSES GRANT ELEMENTARY,135,0,2,133
6035661,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,COLTON,WILLIAM MCKINLEY ELEMENTARY,89,0,0,89
6035745,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,COLTON,WOODROW WILSON ELEMENTARY,79,0,2,77
6108831,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,FONTANA,JURUPA VISTA ELEMENTARY,84,0,3,81
6113633,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,FONTANA,MICHAEL D'ARCY ELEMENTARY,67,0,0,65
6120422,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,FONTANA,SYCAMORE HILLS ELEMENTARY,101,0,1,95
6035620,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,GRAND TERRACE,GRAND TERRACE ELEMENTARY,96,0,3,88
6035711,SAN BERNARDINO,PUBLIC,COLTON JOINT UNIFIED,GRAND TERRACE,TERRACE VIEW ELEMENTARY,136,0,6,127
6109185,SAN BERNARDINO,PUBLIC,CUCAMONGA ELEMENTARY,ONTARIO,THE ONTARIO CENTER,130,0,0,129
6035752,SAN BERNARDINO,PUBLIC,CUCAMONGA ELEMENTARY,RANCHO CUCAMONGA,CUCAMONGA ELEMENTARY,118,0,1,117
6035760,SAN BERNARDINO,PUBLIC,CUCAMONGA ELEMENTARY,RANCHO CUCAMONGA,LOS AMIGOS ELEMENTARY,110,4,2,104
6112114,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,ALTA LOMA,CARLETON P. LIGHTFOOT ELEMENTARY,116,0,9,107
6107569,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,ALTA LOMA,CARYN ELEMENTARY,85,0,2,83
102939,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,ETIWANDA,ETIWANDA COLONY ELEMENTARY,116,0,4,111
6119622,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,ETIWANDA,GRAPELAND ELEMENTARY,151,0,3,144
6118467,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,ETIWANDA,JOHN L. GOLDEN ELEMENTARY,120,0,6,114
113688,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,ETIWANDA,PERDEW ELEMENTARY,103,0,5,96
6106595,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,ETIWANDA,WINDROWS ELEMENTARY,81,0,2,79
6117519,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,FONTANA,CECILIA LUCERO SOLORIO ELEMENTARY,136,0,0,136
6116263,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,FONTANA,DAVID W. LONG ELEMENTARY,173,1,14,158
6112130,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,FONTANA,EAST HERITAGE ELEMENTARY,96,0,4,92
6108005,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,FONTANA,WEST HERITAGE ELEMENTARY,114,0,6,108
6112122,SAN BERNARDINO,PUBLIC,ETIWANDA ELEMENTARY,RANCHO CUCAMONGA,TERRA VISTA ELEMENTARY,127,0,7,120
100347,SAN BERNARDINO,PUBLIC,FONTANA UNIFIED,FONTANA,ALMOND ELEMENTARY,91,0,0,91
113944,SAN BERNARDINO,PUBLIC,FONTANA UNIFIED,FONTANA,BEECH AVENUE ELEMENTARY,159,0,1,157
6110670,SAN BERNARDINO,PUBLIC,FONTANA UNIFIED,FONTANA,CANYON CREST ELEMENTARY,80,0,0,80
